album_id,album_name,release_date,tracks_count,uri,album_type,artists
2SarxpD48O1DOiDIccyZ0W,Husn,2023-12-01,1,spotify:album:2SarxpD48O1DOiDIccyZ0W,single,['4gdMJYnopf2nEUcanAwstx']
4aU88UQdV5chDfZ3WWcGdp,Yeh Sama,2023-12-01,1,spotify:album:4aU88UQdV5chDfZ3WWcGdp,single,['7lTlD9L3QhfOH13Z0n1ibN']
57gn0V9OURh6d3Gg2BWGkL,Mere Sarkaar,2023-11-28,1,spotify:album:57gn0V9OURh6d3Gg2BWGkL,single,"['6ohaQzKaXrobAL8paLSaxq', '7j4bvaxcXA4ShJitAHfuBt', '3UOrPjiw3UxtqP8ZoKR908', '1jhRh4hiFlCDxzEnwDQrDA']"
6NNvNQZoXHkqHYuD4xERjD,Ek Mulaqaat,2023-11-24,1,spotify:album:6NNvNQZoXHkqHYuD4xERjD,single,"['2zvJLk0gTH7r7A5Q6X5Bq8', '5wJ1H6ud777odtZl5gG507', '0oOet2f43PA68X5RxKobEy', '5r2baeTwcCJnuIsDIlxUJo']"
5mfKbhUetTj10ZikjC0l0v,Mulaqat,2023-11-28,5,spotify:album:5mfKbhUetTj10ZikjC0l0v,single,['0tC995Rfn9k2l7nqgCZsV7']
1U83oaOX9s4WfrrzF45shm,Starfish,2023-11-22,7,spotify:album:1U83oaOX9s4WfrrzF45shm,album,['3pQ4aA7dkolyjUAMrVScgh']
2qHdnDIIyffdF46dwQ4V8i,The Archies (Original Motion Picture Soundtrack),2023-11-25,16,spotify:album:2qHdnDIIyffdF46dwQ4V8i,album,"['1ciT67XXpG2HOVsLQjKdv6', '13S9FAokOhD3RZeAz6ti4i']"
0wz4T1sfyD93tLnginq4Nm,Rang Ishq Ke,2023-11-30,1,spotify:album:0wz4T1sfyD93tLnginq4Nm,single,['1QH7G1DjLYaY5EvqO1PA6w']
16HWh1K1lhTTpMDHUoLxIT,Manzoor Hai,2023-11-16,1,spotify:album:16HWh1K1lhTTpMDHUoLxIT,single,"['6ohaQzKaXrobAL8paLSaxq', '4IKVDbCSBTxBeAsMKjAuTs', '4rhk6lDh2srdV1a1qmIqGa']"
4XCmGQKLUg0jr3uPQEhXQH,Sam Bahadur (Original Motion Picture Soundtrack),2023-11-27,4,spotify:album:4XCmGQKLUg0jr3uPQEhXQH,single,"['0L5GV6LN8SWWUWIdBbTLTZ', '1SJOL9HJ08YOn92lFcYf8a']"
5mZX4EMwEyohNmVfLTDtXn,"Satranga (From ""ANIMAL"")",2023-10-27,1,spotify:album:5mZX4EMwEyohNmVfLTDtXn,single,"['4YRxDV8wJFPHPTeXepOstw', '5o36rLQd78Zh8CaT8rn59d', '6k6TIai4KyKG1DeIMftSmJ']"
3EXXgHH9BV9zelYJwKX5Kd,Jawaab,2023-11-17,1,spotify:album:3EXXgHH9BV9zelYJwKX5Kd,single,['0y59o4v8uw5crbN9M3JiL1']
3H8Zca0q9FgwO5T2P027Z1,Teri Yaadein,2023-11-28,1,spotify:album:3H8Zca0q9FgwO5T2P027Z1,single,"['5X6ShVeOR0RNA0QLpFksuj', '5a4Lwkfl8momi2Two1wSBA']"
1U83oaOX9s4WfrrzF45shm,Starfish,2023-11-22,7,spotify:album:1U83oaOX9s4WfrrzF45shm,album,"['6WOdPJmexxFINcKMkP2jMG', '1E6arsXf5Fgsnv9YpSzjpE', '0m3D4grap8VFSzbJMqgNVk']"
11MHkHTCh8qKoG6beDGHD6,Vaari Vaari,2023-11-17,1,spotify:album:11MHkHTCh8qKoG6beDGHD6,single,"['4xd7mLI7urqrxELaXhAvzw', '0oOet2f43PA68X5RxKobEy', '0uwbmn6SWX4kujbrDTnjaj']"
1Vkdf3mTQV4RakJBz0HbgT,"Hua Main (From ""ANIMAL"")",2023-10-11,1,spotify:album:1Vkdf3mTQV4RakJBz0HbgT,single,"['3qpyErDI4i90q5EGgSRmNK', '4cAERazLlAzVGA10ORWaUP', '1wRPtKGflJrBx9BmLsSwlU']"
6jRjIZVK2AjVcoX79iYojX,Farrey (Original Motion Picture Soundtrack),2023-11-21,4,spotify:album:6jRjIZVK2AjVcoX79iYojX,single,"['1mBydYMVBECdDmMfE2sEUO', '0y59o4v8uw5crbN9M3JiL1', '1BYjhAClGpBTLZfics0VRZ']"
0B7ZmQD8vvSgAoTIa7XRmI,Khoya Sa,2023-11-28,1,spotify:album:0B7ZmQD8vvSgAoTIa7XRmI,single,"['2kfi47LWmlXzQ3p3kWonfQ', '7xgtUknw8tyUhWkSnMjhti']"
5mfKbhUetTj10ZikjC0l0v,Mulaqat,2023-11-28,5,spotify:album:5mfKbhUetTj10ZikjC0l0v,single,['0tC995Rfn9k2l7nqgCZsV7']
1b26wONZxwuZUrghot1OWs,"Din ka hai Tara Mera (From ""Manush"")-Hindi",2023-11-22,1,spotify:album:1b26wONZxwuZUrghot1OWs,single,['1dVygo6tRFXC8CSWURQJq2']
4sn2KnLW1Ot4MYnMdgXLtb,"Papa Meri Jaan (From ""ANIMAL"")",2023-11-14,1,spotify:album:4sn2KnLW1Ot4MYnMdgXLtb,single,"['1dVygo6tRFXC8CSWURQJq2', '5CTu6FKerxlvZrsLb6BYaU', '2DFCHTDIA0t638a4mm37dK']"
6z958ohAcHeGfRU9mm847n,Tu Hi Mera,2023-11-24,1,spotify:album:6z958ohAcHeGfRU9mm847n,single,['2BNj9F2NMmWTRpO3S3C0dK']
34YGRvUlSxeevZHXZ7fl9m,Sunday,2023-11-23,3,spotify:album:34YGRvUlSxeevZHXZ7fl9m,single,['4wwYGgSpeBtvk5WX6HBqzw']
4BSyKNBE490vCnuCscS0Q6,Adhoora Pyaar,2023-11-22,1,spotify:album:4BSyKNBE490vCnuCscS0Q6,single,['0NZtn1Kyq08alpHCTRf3dv']
6axmA3sLnmy9z8byddrjoI,"Fanaa Kar Lo (From ""Starfish"")",2023-11-09,1,spotify:album:6axmA3sLnmy9z8byddrjoI,single,"['2k66ibJfgMigF5QWqUgLyR', '3CVXA5TAWpmfGPqyMqXpPb', '4YRxDV8wJFPHPTeXepOstw']"
3jVdC3wXIFDOpx1MBOkePU,The Railway Men,2023-11-18,18,spotify:album:3jVdC3wXIFDOpx1MBOkePU,album,"['0LOdQDBSB8NYPykI3REezj', '2FtpR8FWlo2HsessGvWxRg', '2uMMijwc2TFeCo4Wus7f5L', '4V6cHmPG8a9vmu3bDpyjIw', '3GBSge8pq7mpezUQl0GAOA']"
4hn7BSt8k7zIyyaNkkUXlJ,"Sunoh (From ""The Archies"")",2023-10-18,1,spotify:album:4hn7BSt8k7zIyyaNkkUXlJ,single,"['4CK1oDthUad8mQBb8GAcfl', '3UpmjPgIFSGqnxXuiwD014', '1ciT67XXpG2HOVsLQjKdv6', '13S9FAokOhD3RZeAz6ti4i', '1Z0J1QCG3GekVONuHuhCu4']"
2jsxdl0v2q8wswcMfj93YQ,"Ruaan (From ""Tiger 3"")",2023-11-06,1,spotify:album:2jsxdl0v2q8wswcMfj93YQ,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '3GdSQUH1BRtl9UrrtuwJlP']"
28IoJyqk9vGJbugsNpj7eO,Kalleyan,2023-11-22,1,spotify:album:28IoJyqk9vGJbugsNpj7eO,single,"['4mRPyvdSBxARQIFeXXM13s', '1FWl7I9wJpb7Bhhutef4Xe']"
19i4HGI1PeV9N0PI25YzjH,Urvashi,2023-11-17,1,spotify:album:19i4HGI1PeV9N0PI25YzjH,single,"['07iEy1AecUPVzfC2J2gCHR', '5uemEEtB1ZC3s1KM7gReeH', '6qjhYs5KNSoSU6fNJqDGIo']"
4hOEs7Bjpngl8hzvCUYwOb,Jaan Leva,2023-11-23,1,spotify:album:4hOEs7Bjpngl8hzvCUYwOb,single,['72FQZIJkOLdKV0YKqS024h']
06eRYcrSf0fwzEPSyahj12,Psycho,2023-11-20,1,spotify:album:06eRYcrSf0fwzEPSyahj12,single,['2ENaPFnsKa9MlutVokd6es']
6e1o8e6goXetjWfBHCPhbw,Kahin Na Kahin,2023-11-20,1,spotify:album:6e1o8e6goXetjWfBHCPhbw,single,"['2kkQthS9OLpK4UqNWYqoVl', '3cy473zaKsJ7eo6l3t8SKd', '52BwbTZsAq0IyHa7jDHrtd']"
7iQX4kragcaOI5gXsooG25,Door Aa Gaye,2023-11-16,1,spotify:album:7iQX4kragcaOI5gXsooG25,single,"['5wJ1H6ud777odtZl5gG507', '45PG2L6Fh2XvYL4ONzpdoW']"
23JDbsW5qzbcwTMXfcj4sy,Main Aur Tuu,2023-11-17,1,spotify:album:23JDbsW5qzbcwTMXfcj4sy,single,['0sSxphmGskGCKlwB9xa6WU']
7sh3XAVFEufhE6NVyiRDV4,Karmawali,2023-11-17,1,spotify:album:7sh3XAVFEufhE6NVyiRDV4,single,['3wZBspj86lRk2XLf4gfnSE']
4axPGOX6xHgkLReUNfVyo5,Aatish Mein,2023-11-16,1,spotify:album:4axPGOX6xHgkLReUNfVyo5,single,"['28g9DTPD5ZCC8sC9XI1dTs', '3nQ125TJobosBH446Dsvvv']"
54qD3kzrnxe7HwUOc04LGh,Chori Chori,2023-11-17,1,spotify:album:54qD3kzrnxe7HwUOc04LGh,single,"['76fuWYgIf3TVIopTs3vaJ6', '4pDDJcfX2toBb3QZIfjm5N']"
10MKApD9QZkA3t7UAIOpzE,Khuda K Paas,2023-11-16,1,spotify:album:10MKApD9QZkA3t7UAIOpzE,single,"['2ZzyxohC32i649slMn9Kgk', '5i2ZfWkVWCMNjUFHyHMuPw']"
29cUyqiTnZV2wM3V5VSxtc,Third Party,2023-11-15,1,spotify:album:29cUyqiTnZV2wM3V5VSxtc,single,"['5kChWF1hc7T3vVAPxDeqnq', '3iiyz5XVmnCQrYmbpMfpie', '650cWDRXNCyySkothwtuGC']"
4Tw7DA7tvyjBsVq5KwEGWt,Husn Walo Se,2023-11-11,1,spotify:album:4Tw7DA7tvyjBsVq5KwEGWt,single,"['5HcunTidTUrOaf8V0iJcvl', '52nO5w2jFAlYYsq6h9YjQG', '1cZXy31snJUWXKwhWRyDgs', '6RBH1sfqF19q05ODygFOZE']"
41efXRJaAdzIOCHeMuKNEJ,"Va Va Voom (From ""The Archies"")",2023-11-02,1,spotify:album:41efXRJaAdzIOCHeMuKNEJ,single,"['4CK1oDthUad8mQBb8GAcfl', '0L5GV6LN8SWWUWIdBbTLTZ', '3UpmjPgIFSGqnxXuiwD014']"
2IP7pUCOazIHCAbK9eJNcu,"Leke Prabhu Ka Naam (From ""Tiger 3"")",2023-10-23,1,spotify:album:2IP7pUCOazIHCAbK9eJNcu,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '3tPQOjkxO3mrYrrgkTeXgH', '2fMqTqiTxUDlmcOEPaQSsx']"
35U0ru5c9beukhiwl1A60u,KUTTA,2023-11-16,1,spotify:album:35U0ru5c9beukhiwl1A60u,single,['4LZrB16vINsCHc28cE6oQo']
3shHK5WcVcekWkmOoItprp,"Barse Re (From ""Manush"")-Hindi",2023-11-14,1,spotify:album:3shHK5WcVcekWkmOoItprp,single,"['0oOet2f43PA68X5RxKobEy', '27rK4pP0VMqWiRe7pamKe5', '6sPmVRxgwGhNpGL0rwVqQU']"
2OMgwR7ydKGiyZPhUdgp7T,Tujhe Yaad Na Meri Ayee - 2,2023-11-06,1,spotify:album:2OMgwR7ydKGiyZPhUdgp7T,single,"['56SjZARoEvag3RoKWIb16j', '5gZhfbckaWo89OzDSk3gdT', '4YgUVg4p7xtMOrOS4GjiJZ']"
451oFZKSO5YhQGlGLkV00g,Kali Kali Zulfon Ke,2023-10-21,1,spotify:album:451oFZKSO5YhQGlGLkV00g,single,"['5HcunTidTUrOaf8V0iJcvl', '1tqysapcCh1lWEAc9dIFpa', '3dN9MQpjIyNxyeRfz4EDZe']"
6jivYUnmRY2K14DtcisrcM,Maahi,2023-11-09,1,spotify:album:6jivYUnmRY2K14DtcisrcM,single,"['2kfi47LWmlXzQ3p3kWonfQ', '3UMC3IINcoIuI0GeNb6Jm3', '5y04rD8ihZfeNmcqK0W6eu']"
5Qjv9KUc0QP4HwCtie4oc7,Baarish Ke Aane Se,2023-11-08,1,spotify:album:5Qjv9KUc0QP4HwCtie4oc7,single,"['0oOet2f43PA68X5RxKobEy', '0NZtn1Kyq08alpHCTRf3dv', '3bs0mT7GMaduAPHu1oWJwq']"
4ccrh8lHjCT9womUZhy65k,Galti,2023-11-10,1,spotify:album:4ccrh8lHjCT9womUZhy65k,single,['6RF8hEdlUKoLPQOHmBbHiM']
3IXFgyqzSSkwWZAlX03WW1,Rainbow Rishta (Original Series Soundtrack),2023-11-06,11,spotify:album:3IXFgyqzSSkwWZAlX03WW1,compilation,"['2k66ibJfgMigF5QWqUgLyR', '3CVXA5TAWpmfGPqyMqXpPb', '1tXJMzMkaLjxmh1p5xYFi9']"
0E4On5OXzayDKukTbD7D1U,Mere Naal,2023-11-15,1,spotify:album:0E4On5OXzayDKukTbD7D1U,single,"['6yPhcGRmraBwXnqANykgQS', '1Jt7JB3WIWaANzwHoybsVn', '6zXaDDbpZlywcU9kb61gHI']"
3uovRrWC0V8zckaZAbPoSK,Love19,2023-10-10,4,spotify:album:3uovRrWC0V8zckaZAbPoSK,single,"['2IKfr1JgPRXmXKAWwrABc6', '0lqjRojARBHXCBYVOm16CC']"
3xor1MnU5n1ZX73tlCvNJ1,"Sab Moh Maaya Hai (Title Track) [From ""Sab Moh Maaya Hai""]",2023-11-09,1,spotify:album:3xor1MnU5n1ZX73tlCvNJ1,single,"['0NErdIJtuKBjtxKmlqaWdj', '1EFqA5nz0tXRLYpKNalO6R', '5D10pAEJDqDAseh6iZj5Mj']"
3BG5oKUAYWvOY9PxS1B9WS,O Piya,2023-10-31,2,spotify:album:3BG5oKUAYWvOY9PxS1B9WS,single,['0tC995Rfn9k2l7nqgCZsV7']
2VuBd6z3euJKhJuBNHpTNN,Azaan,2023-11-12,8,spotify:album:2VuBd6z3euJKhJuBNHpTNN,album,['6v5vYOydZ5MrA2qr6e4Lkc']
5dPoEGB6G66OJwQ5THPhsS,Kabhi Shaam Dhale,2023-11-07,1,spotify:album:5dPoEGB6G66OJwQ5THPhsS,single,"['4xNgNFUMUuGCoy7IX74Y60', '5gZhfbckaWo89OzDSk3gdT']"
0S9c6ARdLlxVo9MHlyD6IV,Sab Moh Maaya Hai (Original Motion Picture Soundtrack),2023-11-13,4,spotify:album:0S9c6ARdLlxVo9MHlyD6IV,single,['1dVygo6tRFXC8CSWURQJq2']
3IXFgyqzSSkwWZAlX03WW1,Rainbow Rishta (Original Series Soundtrack),2023-11-06,11,spotify:album:3IXFgyqzSSkwWZAlX03WW1,compilation,"['2ckYmy0ueLXjmwWcPs1spQ', '1ZQrXHNpfWtP9jIzUSoSFD', '4SroVVRKitVKrlYdV5Ulf8']"
4zy8E2oRVyGJseIcHk2hAQ,Meri Ho Ja,2023-10-26,1,spotify:album:4zy8E2oRVyGJseIcHk2hAQ,single,"['6WOdPJmexxFINcKMkP2jMG', '1E6arsXf5Fgsnv9YpSzjpE', '0m3D4grap8VFSzbJMqgNVk']"
1IZbilG6NpxWAQJRoNSONN,Takna,2023-10-30,1,spotify:album:1IZbilG6NpxWAQJRoNSONN,single,"['3tPQOjkxO3mrYrrgkTeXgH', '6iv4lysB1yHXoZJ2gfqTdh', '4FJhE5ToBQGzOGf0D5Xd1C']"
4Dj8WYLlv47T0W03zDdFJI,Raja (Original Motion Picture Soundtrack),1995-06-23,11,spotify:album:4Dj8WYLlv47T0W03zDdFJI,album,"['3gBKY0y3dFFVRqicLnVZYz', '70B80Lwx2sxti0M1Ng9e8K']"
1RS7g5vd7ohFf8dK2AFgcK,Main Khiladi Tu Anari (Original Motion Picture Soundtrack),1994-06-05,8,spotify:album:1RS7g5vd7ohFf8dK2AFgcK,album,"['4K6blSRoklNdpw4mzLxwfn', '3gBKY0y3dFFVRqicLnVZYz']"
3203HE6RBAAYGt2Yi3VOin,Krishna (Original Motion Picture Soundtrack),1996-08-02,8,spotify:album:3203HE6RBAAYGt2Yi3VOin,album,['2ZRrPOjBIWoKK5rHedLijj']
1qvXEHskZGV4XZVBFd7lFP,Pyaar Kiya To Darna Kya,1998-03-10,8,spotify:album:1qvXEHskZGV4XZVBFd7lFP,album,['0oXD3gW056DGEfWuEWcs7R']
3lAWtblxva9vLJP7bOG1wr,Khuddar (Original Motion Picture Soundtrack),1994-03-25,8,spotify:album:3lAWtblxva9vLJP7bOG1wr,album,"['4K6blSRoklNdpw4mzLxwfn', '3gBKY0y3dFFVRqicLnVZYz']"
3bW1RcnpO5GNXNLo6qCgrh,Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),1999-08-01,6,spotify:album:3bW1RcnpO5GNXNLo6qCgrh,album,"['4YgUVg4p7xtMOrOS4GjiJZ', '4K6blSRoklNdpw4mzLxwfn']"
3bqIzWWbArrjJ963HKeZcd,Taal (Original Motion Picture Soundtrack),1999-08-13,12,spotify:album:3bqIzWWbArrjJ963HKeZcd,album,['19MVxKZZdPj2X0F8pi0OCT']
7fiBYVgPYxHtJv57QsyOLh,Dil,1990-06-22,12,spotify:album:7fiBYVgPYxHtJv57QsyOLh,compilation,"['4hkB2bR5ek6lJChj6aunCn', '70B80Lwx2sxti0M1Ng9e8K']"
5i3NjuZceh9iqtcODFTM4Q,Kuch Kuch Hota Hai,1998-08-13,8,spotify:album:5i3NjuZceh9iqtcODFTM4Q,album,"['6WPmTGeeoymoVlXVtsCwz7', '70B80Lwx2sxti0M1Ng9e8K', '3gBKY0y3dFFVRqicLnVZYz']"
3TyqFXIE6Yg7HmvzNlG3tj,Coolie No.1 (Original Motion Picture Soundtrack),1995-06-30,7,spotify:album:3TyqFXIE6Yg7HmvzNlG3tj,album,"['49ZlTVpGT3NxLkTRpPcYO2', '2ZRrPOjBIWoKK5rHedLijj']"
2GUgjv6LmNExLkU8SBsxvd,Sirf Tum,1999-03-12,9,spotify:album:2GUgjv6LmNExLkU8SBsxvd,album,['3gBKY0y3dFFVRqicLnVZYz']
06XvUvHNpDxjuQVutLkxAS,Biwi No. 1 (Original Motion Picture Soundtrack),1999-05-28,13,spotify:album:06XvUvHNpDxjuQVutLkxAS,album,"['2ZRrPOjBIWoKK5rHedLijj', '5ObQXIcqKtQENK14lQyqiy']"
2lORIs7BAIYVH7xxcXsUn7,Roja (Original Motion Picture Soundtrack),1994-03-12,12,spotify:album:2lORIs7BAIYVH7xxcXsUn7,album,"['1mYsTxnqsietFxj1OgoGbG', '2ae6PxICSOZHvjqiCcgon8', '2IUtwMti1OiT3lkW6RubgH']"
5i3NjuZceh9iqtcODFTM4Q,Kuch Kuch Hota Hai,1998-08-13,8,spotify:album:5i3NjuZceh9iqtcODFTM4Q,album,"['4YgUVg4p7xtMOrOS4GjiJZ', '70B80Lwx2sxti0M1Ng9e8K', '3gBKY0y3dFFVRqicLnVZYz']"
0vM40ZvKzbI97anisDuMGJ,Saajan (Original Motion Picture Soundtrack),1993-06-20,9,spotify:album:0vM40ZvKzbI97anisDuMGJ,album,['4hkB2bR5ek6lJChj6aunCn']
5kIIShUL1dcx3W9ZYoCd1H,Ishq (Original Motion Picture Soundtrack),2000-08-03,8,spotify:album:5kIIShUL1dcx3W9ZYoCd1H,album,"['4K6blSRoklNdpw4mzLxwfn', '70B80Lwx2sxti0M1Ng9e8K', '3gBKY0y3dFFVRqicLnVZYz', '6WPmTGeeoymoVlXVtsCwz7']"
4SZP1rmZ6SLANWNsuml9Dt,Bade Miyan Chote Miyan (Original Motion Picture Soundtrack),1998-08-25,9,spotify:album:4SZP1rmZ6SLANWNsuml9Dt,album,"['3gBKY0y3dFFVRqicLnVZYz', '70B80Lwx2sxti0M1Ng9e8K']"
54NUwj7U1MOhA1ZGbnhiMz,Dil Se (Original Motion Picture Soundtrack),1998-07-08,6,spotify:album:54NUwj7U1MOhA1ZGbnhiMz,album,"['19MVxKZZdPj2X0F8pi0OCT', '2tFjeCx8NJhn7JBTTiWT30']"
0TPjcpuw7LkucwDJ2iRFqF,Hero No. 1 (Original Motion Picture Soundtrack),1997-02-21,7,spotify:album:0TPjcpuw7LkucwDJ2iRFqF,album,"['70B80Lwx2sxti0M1Ng9e8K', '6lpXKoHUzxZc5PwyS6cu4C']"
6Pik6dQDEWGTdoEjn8psG8,Dil To Pagal Hai,1997-08-27,10,spotify:album:6Pik6dQDEWGTdoEjn8psG8,album,"['0AWYFpUfZxzxKUgN5k0GrQ', '5as8A4G47Ohu9NSWs3Je8U', '3Bku4b0uiR8KJSXu7U8Iyy']"
5i3NjuZceh9iqtcODFTM4Q,Kuch Kuch Hota Hai,1998-08-13,8,spotify:album:5i3NjuZceh9iqtcODFTM4Q,album,"['4K6blSRoklNdpw4mzLxwfn', '3gBKY0y3dFFVRqicLnVZYz']"
2RjKISDecEAwBxWBWGg3lW,Love (Original Motion Picture Soundtrack),1991-09-21,6,spotify:album:2RjKISDecEAwBxWBWGg3lW,album,"['2ae6PxICSOZHvjqiCcgon8', '2IUtwMti1OiT3lkW6RubgH']"
6kVzRosBiI1oaliq3LB3SR,Satya (Original Motion Picture Soundtrack),2000-06-19,6,spotify:album:6kVzRosBiI1oaliq3LB3SR,album,"['5as8A4G47Ohu9NSWs3Je8U', '0w4e7HVbqAHFPN6VkIlvhe']"
6pEHb1MG9U5UZJK0rQ2OUX,Pyaar To Hona Hi Tha (Original Motion Picture Soundtrack),2000-08-04,6,spotify:album:6pEHb1MG9U5UZJK0rQ2OUX,album,"['4YgUVg4p7xtMOrOS4GjiJZ', '5as8A4G47Ohu9NSWs3Je8U', '70B80Lwx2sxti0M1Ng9e8K']"
4f0ooiboxVpTb7Y1jI5WH8,Yes Boss (Original Motion Picture Soundtrack),1999-06-18,6,spotify:album:4f0ooiboxVpTb7Y1jI5WH8,album,['2ZRrPOjBIWoKK5rHedLijj']
3bqIzWWbArrjJ963HKeZcd,Taal (Original Motion Picture Soundtrack),1999-08-13,12,spotify:album:3bqIzWWbArrjJ963HKeZcd,album,"['5ObQXIcqKtQENK14lQyqiy', '2JEjaa7hWhE1BbL3OcoeFR', '1mYsTxnqsietFxj1OgoGbG', '1dVygo6tRFXC8CSWURQJq2']"
4SZP1rmZ6SLANWNsuml9Dt,Bade Miyan Chote Miyan (Original Motion Picture Soundtrack),1998-08-25,9,spotify:album:4SZP1rmZ6SLANWNsuml9Dt,album,"['3gBKY0y3dFFVRqicLnVZYz', '5l1aGNGCRGomCMHVufh6xC', '70B80Lwx2sxti0M1Ng9e8K']"
2PqGBYRvfSWEh3eoHPNEnA,Mohra (Original Motion Picture Soundtrack),1994-04-02,9,spotify:album:2PqGBYRvfSWEh3eoHPNEnA,album,"['70B80Lwx2sxti0M1Ng9e8K', '6WPmTGeeoymoVlXVtsCwz7']"
5idbEvMrr6c2XiAZNBtkKm,Baazigar (Original Motion Picture Soundtrack),1993-04-02,8,spotify:album:5idbEvMrr6c2XiAZNBtkKm,album,"['4K6blSRoklNdpw4mzLxwfn', '71hjb5G92mGoKRSAW3Cj00']"
6Pik6dQDEWGTdoEjn8psG8,Dil To Pagal Hai,1997-08-27,10,spotify:album:6Pik6dQDEWGTdoEjn8psG8,album,"['0AWYFpUfZxzxKUgN5k0GrQ', '61JrslREXq98hurYL2hYoc', '70B80Lwx2sxti0M1Ng9e8K', '3Bku4b0uiR8KJSXu7U8Iyy']"
1JeFqGnZiX2hBW7pMRPbRi,Vaastav: The Reality,1999-08-28,11,spotify:album:1JeFqGnZiX2hBW7pMRPbRi,album,"['1dVygo6tRFXC8CSWURQJq2', '6WPmTGeeoymoVlXVtsCwz7']"
0vM40ZvKzbI97anisDuMGJ,Saajan (Original Motion Picture Soundtrack),1993-06-20,9,spotify:album:0vM40ZvKzbI97anisDuMGJ,album,['2ae6PxICSOZHvjqiCcgon8']
5PG70i5VTdyEozdXcCJ7So,Suhaag (Original Motion Picture Soundtrack),1994-10-20,7,spotify:album:5PG70i5VTdyEozdXcCJ7So,album,"['70B80Lwx2sxti0M1Ng9e8K', '3gBKY0y3dFFVRqicLnVZYz']"
6BofosOJOkiCY5XVv28XdA,Baadshah (Original Motion Picture Soundtrack),1999-07-01,6,spotify:album:6BofosOJOkiCY5XVv28XdA,album,['2ZRrPOjBIWoKK5rHedLijj']
2PqGBYRvfSWEh3eoHPNEnA,Mohra (Original Motion Picture Soundtrack),1994-04-02,9,spotify:album:2PqGBYRvfSWEh3eoHPNEnA,album,"['3gBKY0y3dFFVRqicLnVZYz', '70B80Lwx2sxti0M1Ng9e8K']"
7mUTDWUBOPcpXTALk1TJuX,Aashiqui,1989-12-26,11,spotify:album:7mUTDWUBOPcpXTALk1TJuX,album,"['4hkB2bR5ek6lJChj6aunCn', '4K6blSRoklNdpw4mzLxwfn']"
1wHc6m1blOVGFbvlYcfegz,Border (Original Motion Picture Soundtrack),1999-03-26,5,spotify:album:1wHc6m1blOVGFbvlYcfegz,album,['03SZmfKAgYRQKUwy0EoJUa']
5yNSrUyyhZuKSSvlkrx2Uk,Jab Pyaar Kisise Hota Hai (Original Motion Picture Soundtrack),1998-05-22,16,spotify:album:5yNSrUyyhZuKSSvlkrx2Uk,album,"['61JrslREXq98hurYL2hYoc', '4K6blSRoklNdpw4mzLxwfn']"
1QUfdAyckA0M14z0kpOBts,Hum Dil De Chuke Sanam,1999-04-30,11,spotify:album:1QUfdAyckA0M14z0kpOBts,album,"['70B80Lwx2sxti0M1Ng9e8K', '3gBKY0y3dFFVRqicLnVZYz']"
6pEHb1MG9U5UZJK0rQ2OUX,Pyaar To Hona Hi Tha (Original Motion Picture Soundtrack),2000-08-04,6,spotify:album:6pEHb1MG9U5UZJK0rQ2OUX,album,"['4YgUVg4p7xtMOrOS4GjiJZ', '4K6blSRoklNdpw4mzLxwfn']"
5SKotVYCyEbrc2efbRMcsJ,Pardes (Original Motion Picture Soundtrack),1997-08-08,17,spotify:album:5SKotVYCyEbrc2efbRMcsJ,album,"['1dVygo6tRFXC8CSWURQJq2', '7J1dPh3Yjs0aIhQHbBfNQP', '1SJOL9HJ08YOn92lFcYf8a']"
3bqIzWWbArrjJ963HKeZcd,Taal (Original Motion Picture Soundtrack),1999-08-13,12,spotify:album:3bqIzWWbArrjJ963HKeZcd,album,"['19MVxKZZdPj2X0F8pi0OCT', '3gBKY0y3dFFVRqicLnVZYz']"
1QUfdAyckA0M14z0kpOBts,Hum Dil De Chuke Sanam,1999-04-30,11,spotify:album:1QUfdAyckA0M14z0kpOBts,album,"['6WPmTGeeoymoVlXVtsCwz7', '3mxHOkL6ulqrmBYXqSTGLw', '3Y24UY463kttOxNYMH9X2u']"
2oPdRL0fDdnW9e1zoMnrDk,Bombay (Original Motion Picture Soundtrack),1994-01-01,6,spotify:album:2oPdRL0fDdnW9e1zoMnrDk,compilation,['2IUtwMti1OiT3lkW6RubgH']
7mUTDWUBOPcpXTALk1TJuX,Aashiqui,1989-12-26,11,spotify:album:7mUTDWUBOPcpXTALk1TJuX,album,"['4hkB2bR5ek6lJChj6aunCn', '4K6blSRoklNdpw4mzLxwfn']"
1LTaahcsWeWpBGnD2iWGWa,Gupt (Original Motion Picture Soundtrack),1997-07-04,16,spotify:album:1LTaahcsWeWpBGnD2iWGWa,album,"['70B80Lwx2sxti0M1Ng9e8K', '4Z7fgPg7xFjaIVunM0ANF2']"
1Wbsq2OF6KPbGDfedG0XX6,Rangeela (Original Motion Picture Soundtrack),1995-05-14,9,spotify:album:1Wbsq2OF6KPbGDfedG0XX6,album,"['2NoJ7NuNs9nyj8Thoh1kbu', '7N0SBLJFpCyQSsv4MfRJ5d']"
